REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,JOB,YOJ,CHECKING,SAVINGS,INVEST,CREDIT_SCORE
13460,20059542-ypda,DC,21500,0,0,0,173.3416649,0,39.85872689,45465,,6,0,0,0,726
13470,20076140-mhff,DC,23900,0,2,0,123.3686461,1,26.71625685,61060,Sales,4,0,0,0,558
13490,20109219-oaez,HI,9100,0,0,2,131.193496,0,26.09041891,43480,Other,6,1,1,0,370
13500,20165794-byin,DC,20500,0,,,151.5753417,,36.50493346,61390,Mgr,4,1,0,0,837
13520,20216273-qyeb,DC,12300,0,,1,173.7143227,0,32.05607229,61515,Mgr,8,1,0,0,642
13530,20228061-mofk,DC,37600,0,0,0,202.1125682,2,25.19652419,45490,ProfExe,18,0,0,0,627
13540,20283436-nauq,DC,33600,0,0,0,342.4680597,0,40.89238843,44990,,10,0,0,0,595
13550,20297579-nuyw,HI,14200,0,0,0,130.1675148,1,27.17296471,61445,Mgr,4,0,0,0,413
13560,20307578-ziwl,DC,22300,1,0,1,64.93333333,2,44.9838507,52860,Other,15,1,0,0,739
13570,20309855-kllz,HI,23000,0,0,0,214.3892524,0,29.04596406,45765,Office,13,0,0,0,743
13590,20367037-eohb,DC,26600,0,0,0,197.3917133,0,40.51498958,45785,Other,9,1,1,0,675
13600,20457432-ejmp,HI,9700,0,0,0,244.5333333,1,15.95936256,52215,ProfExe,1,0,1,0,395
13630,20490598-ioko,WE,25700,0,1,3,124.6937112,,33.85046122,52050,ProfExe,2,0,0,0,725
13640,20493210-fnzh,HI,12700,0,0,1,148.2880996,0,33.46369747,40375,Other,3,1,0,0,756
13650,20511229-bkhq,HI,11400,0,0,2,199.0877211,0,29.46213408,43135,ProfExe,12,0,1,0,671
13660,20544035-uirc,DC,12300,1,1,1,154.8378312,,40.22228314,61205,Mgr,7,0,0,0,727
13670,20553755-pwye,HI,19000,0,0,,254.7424804,,39.61320557,43345,Office,10,0,0,0,699
13680,20606641-doqd,DC,26600,1,0,0,137.5388776,2,42.57188992,40745,,,0,0,0,865
13700,20689675-ohrq,DC,31400,0,,,268.2649306,0,41.44876331,43745,Other,0,0,0,0,359
13710,20721241-urib,DC,10600,0,0,0,197.709267,1,26.25188835,61165,Office,1,1,0,0,590
13720,20723435-kcuy,DC,15200,0,0,0,275.4796976,0,20.78514557,61970,Other,20,0,0,0,706
13760,20761397-bjkr,DC,11200,0,0,1,399.2426919,1,23.37450457,258190,Other,23,1,0,0,374
13770,20798647-rawi,HI,15000,1,0,1,120.6,2,33.55206921,483455,Other,11,0,0,1,424
13780,20799713-ocru,DC,38900,0,0,0,,6,33.45924564,52510,Other,23,0,0,0,830
13790,20829972-yiuf,HI,31800,0,,,114.1237846,10,41.45670798,46750,Other,2,0,1,0,714
13800,20861702-oghj,DC,9800,0,4,0,,0,31.29011899,43585,Other,4,0,0,0,838
13810,20869183-qhwb,DC,14500,0,0,0,254.6645258,0,38.72467961,91105,,7,0,1,0,648
13820,20980509-pvyk,DC,12800,1,0,1,80.14894304,4,42.31937039,63435,Office,10,0,1,0,763
13830,21002051-bqbk,DC,9800,0,0,0,85.90093624,1,26.33161906,58635,Office,20,1,0,1,722
13840,21048759-wbwg,HI,25300,0,0,0,187.1925099,0,38.65684666,49390,Office,1,1,0,1,557
13850,21069565-iyme,DC,18900,0,0,2,134.2798423,0,40.42119971,43455,ProfExe,4,1,0,0,838
13860,21086865-xihi,DC,18000,0,0,0,272.9333333,3,25.42002642,61840,Office,19,0,1,0,779
13870,21125578-bvny,DC,27400,0,0,0,180.204345,1,33.4950887,47195,Other,2,1,0,0,674
13890,21201956-pzpj,DC,24200,0,0,0,226.1163866,1,34.49993837,47925,Office,29,0,0,0,538
13900,21210330-glcf,DC,20100,0,0,0,227.1825172,2,36.6966301,57570,,,1,0,0,650
13920,21285273-ouni,DC,12500,0,0,1,107.7410948,0,19.30085445,57485,Other,23,1,0,0,352
13930,21297057-paeq,DC,21900,0,,1,116.5339256,1,38.88482695,176290,ProfExe,1,1,0,0,619
13960,21342554-vwxp,DC,12000,0,0,0,176.5,0,13.95830538,71385,Other,0.1,0,0,1,750
13980,21422810-bvdb,DC,11500,0,5,1,177.5666667,2,11.1610938,95070,Mgr,2,0,0,1,687
13990,21430008-ikmv,HI,4000,0,0,0,109.5666667,0,39.64495478,44980,Mgr,11,0,0,0,768
14000,21452622-dpzd,DC,22900,0,0,0,72.00450998,1,34.9570299,62785,Other,0,0,1,0,501
14010,21468795-gour,DC,10700,0,1,0,185.2567347,2,28.03080155,51370,Other,,1,0,0,768
14020,21473436-uvhw,HI,6400,0,0,0,109.1930214,0,37.96455432,55080,Other,4,0,0,0,581
14030,21584974-jpjv,DC,14900,0,0,0,233.6787307,0,33.55026521,75980,Office,2,0,1,1,616
14040,21624607-chml,DC,22600,0,1,0,195.4588258,4,40.20610642,50935,Office,28,0,0,0,765
14050,21651582-avpc,DC,52900,0,0,0,102.338683,1,38.75199499,80555,Other,0,0,1,0,416
14060,21653001-pmqg,DC,19800,0,0,0,73.0813375,0,27.44254252,61190,Self,14,0,1,0,597
14070,21654819-dpnq,DC,5400,0,,0,69.54243011,,36.4802363,52295,Other,5,0,0,0,762
14090,21698562-klok,HI,16700,0,0,0,109.4294283,0,28.16061131,61760,Mgr,19,0,0,0,679
14100,21699817-epvl,DC,29200,0,0,0,124.1214617,3,32.64452984,61960,Other,7,1,0,0,303
14110,21741833-mhbm,HI,28500,0,,,123.6131744,11,44.52055475,40130,,3,1,1,0,518
14130,21779816-orkc,DC,15900,0,1,0,101.8261423,1,38.87780839,52780,,4,0,0,1,710
14140,21810493-yluj,DC,22700,0,0,0,219.5706538,1,27.28456073,40185,Other,0,0,0,0,405
14160,21836509-ybcm,DC,21200,0,0,0,106.8357327,0,34.21668917,47485,Office,10,1,0,0,726
14190,21866677-zfnc,HI,16000,0,0,0,162.7712009,0,43.58388253,44625,,,0,0,0,615
14200,21869059-fdlv,HI,6900,0,0,0,111.1233973,0,37.25315085,69840,Sales,,0,1,0,776
14210,21886859-ifyq,HI,20500,0,0,0,634.4618926,1,19.57431626,74130,Office,14,1,1,0,497
14220,21895766-jzgg,HI,22000,0,0,0,120.5320184,2,20.17621345,78640,Other,16,0,0,0,476
14230,21904053-zcug,DC,16600,0,,,351.725503,,31.53428892,46630,Other,1,1,0,0,628
14240,21921974-iyya,HI,15000,1,1,0,91.26666667,0,3.081885673,79625,Other,23,0,1,0,678
14250,21923496-nfpu,DC,25200,0,0,1,304.0041559,1,31.36072725,43535,Other,,0,0,0,718
14260,21948631-kbfx,DC,21600,0,0,2,267.8877899,0,26.09217153,68015,Other,8,0,0,1,475
14270,21972777-ppgz,DC,12900,0,0,0,175.170441,1,35.55817128,45155,Other,5,1,0,0,358
14280,22028142-pekd,DC,28400,0,0,0,300.9043101,1,42.3362269,44190,ProfExe,7,0,1,0,772
14290,22056445-rkyo,DC,10600,0,0,0,170.3409741,0,37.79255503,102420,Other,9,0,0,0,818
14310,22069866-wxjd,HI,6200,0,1,4,470.5895336,,34.51740452,44870,ProfExe,0,0,1,0,737
14320,22166456-ypjb,DC,16000,0,,1,332.385736,2,33.74218195,47460,ProfExe,0,0,0,0,338
14330,22191960-ihwa,DC,72300,1,0,0,117.1666667,9,31.8239648,48950,Office,21,0,0,0,824
14340,22238696-kmrh,DC,9100,0,0,0,89.64483342,0,36.30240922,78705,Other,6,0,1,0,676
14350,22269679-iegy,DC,11000,0,0,1,237.0980813,0,22.00337641,52380,Mgr,20,1,0,0,828
14360,22315367-blfw,DC,50000,1,7,6,150.2,0,6.802862543,49925,Office,24,0,1,0,825
14370,22331671-zlcu,DC,8200,0,0,3,220.8132902,0,24.38009265,50070,Other,3,0,0,0,663
14390,22412409-gqfb,HI,19000,1,1,0,237.4333333,1,17.7905143,49150,Other,,1,0,0,762
14410,22464026-bkvu,DC,8600,0,0,0,72.91672107,2,39.66040874,46760,Office,2,0,0,0,594
14420,22479901-hgwc,HI,9400,0,0,0,350.6390057,0,30.06137137,49370,Other,0,0,0,0,656
14440,22518266-ijed,HI,22800,0,0,2,384.6080134,,16.17924959,78985,Office,10,0,0,0,357
14450,22576960-zvyv,DC,31000,0,,,112.8714443,,31.78445617,78605,Other,15,0,0,0,765
14460,22587920-dwrr,DC,20000,1,2,5,146.5,1,39.93460261,45025,Office,10,0,1,0,481
14500,22665674-fjvb,AF,10000,1,2,2,108.9333333,3,31.08137637,49620,Office,9,1,1,0,386
14510,22693617-pglx,HI,16400,0,0,0,298.1465517,0,29.15337202,46365,Office,10,1,0,1,613
14520,22723573-nqcy,HI,40000,0,0,0,311.4333333,0,19.65163909,61090,Mgr,19,0,0,0,696
14530,22766040-vwke,HI,16300,0,0,1,257.9159219,0,28.13047878,58590,ProfExe,0,1,0,0,529
14540,22783885-gphp,HI,18600,0,0,0,245.049372,0,25.18098984,63380,Self,,0,0,0,783
14560,22814351-mcoh,HI,13100,0,0,0,101.3622896,1,27.02148065,73200,Other,0,0,0,0,612
14580,22985178-eydx,DC,15700,0,0,0,242.6003878,10,36.29703312,49760,Office,8,0,1,0,627
14590,22994611-ojai,DC,24100,0,0,0,195.6423332,0,34.54080952,51440,Other,0,0,0,0,424
14600,23106069-vfqh,DC,13500,0,0,0,202.4658818,2,42.81473465,67295,Mgr,9,0,0,0,703
14630,23182013-xyvx,DC,27000,0,0,0,331.1139721,0,40.5665519,68475,Other,1,0,0,0,619
14640,23187784-jpfj,DC,16900,1,0,0,254.1917975,0,38.51230869,45960,Self,14,0,0,0,330
14660,23260468-vneu,HI,14000,0,0,0,116.3376843,0,28.29673484,60100,Mgr,21,1,0,0,776
14690,23288021-libb,DC,12300,0,0,0,125.5040514,0,29.29334435,68400,ProfExe,15,1,0,0,663
14700,23316815-ylfa,HI,12000,1,1,0,137,0,5.938212411,47965,Other,11,0,1,1,722
14710,23321490-ufjv,HI,8700,0,0,0,172.1665627,0,25.04343675,62990,Other,4,1,0,0,587
14720,23382936-afkw,DC,17700,0,0,0,283.040946,0,25.2259102,51435,Other,16,0,1,1,711
14730,23405132-duem,HI,20700,0,1,2,10.26048951,,37.76048242,52365,Mgr,6,0,1,0,754
14740,23420947-hbfu,HI,47000,0,0,0,206.7140756,2,40.14252106,52370,Office,20,0,0,0,504
14750,23422157-bzru,DC,6800,1,1,0,106.2666667,2,33.74800829,56580,Other,14,0,0,0,595
14760,23464711-apbp,DC,50600,0,0,0,238.1770546,1,37.50148945,47580,Mgr,3,0,0,0,765
14780,23497285-hmee,DC,10900,0,,,115.3127491,,39.51098574,58650,Other,0,0,1,0,568
14790,23543705-iqxm,DC,11200,0,0,0,154.4273677,0,37.5754361,58690,Other,0,1,0,0,543
14800,23555376-wlxg,DC,14300,0,1,0,103.5,1,37.01697397,77995,Sales,,1,1,0,589
14810,23585164-eqqe,HI,9100,0,0,0,92.07897878,3,40.58208394,78915,Other,6,0,0,0,367
14820,23590325-fjcm,HI,20500,0,0,0,360.6400541,1,33.75431861,57975,,,1,1,0,685
14840,23745932-gryv,DC,23600,0,0,0,226.0402946,0,36.97693039,63335,Mgr,4,1,0,0,511
14850,23773634-hpby,HI,38900,1,0,0,137.6353734,0,46.70158524,49650,Other,8,0,0,0,550
14870,23843124-qqic,DC,16200,0,,,104.7333333,1,28.95988169,48530,,19,0,1,0,511
14880,23844390-yqmo,DC,6500,0,1,1,420.515754,,29.19886067,68740,ProfExe,8,0,0,0,626
14890,23855255-kbiy,HI,22900,0,0,0,149.9896104,0,33.76898573,76115,Mgr,4,0,0,0,763
14900,23917445-cbvz,HI,15400,0,0,0,211.0166419,0,40.52940513,69760,Other,16,0,0,0,657
14920,23983335-dave,DC,16100,0,0,0,169.983556,0,33.52327854,66465,Other,18,0,1,0,694
14930,23985594-yzwa,DC,17600,0,0,0,89.20252735,1,23.93494584,62030,,2,1,1,0,792
14950,24069638-kwin,DC,18600,0,0,0,264.0171241,0,40.24690114,95755,Other,8,0,0,0,741
14960,24114594-uoaj,HI,17200,0,0,0,,1,23.34562321,44070,ProfExe,4,0,1,0,425
14970,24133624-uqcm,HI,5000,1,0,0,61.76666667,2,25.60785778,55040,Mgr,19,1,0,1,770
14980,24173473-wbeg,DC,19800,0,0,0,229.5182951,3,35.31106586,58630,Office,24,1,0,0,754
15000,24239428-fdnz,HI,22700,0,0,,134.108262,,24.52482499,73530,,4,0,0,0,621
15020,24250379-cdef,DC,28400,0,0,0,188.7524695,0,25.33037232,59425,Other,23,0,0,0,499
15030,24325447-irxc,HI,8200,0,,,161.6615823,,24.20011144,62155,Office,2,0,0,0,413
15060,24376384-bxxg,DC,16500,0,0,0,242.5,5,39.06702376,60810,Office,2,0,0,1,615
15080,24422480-xxad,DC,12400,0,0,0,95.90213133,2,41.24477919,46590,Office,0,0,0,0,477
15090,24478054-xcdk,HI,15100,0,0,0,198.0753807,1,31.54584266,45485,Mgr,7,0,0,0,396
15100,24494927-pnoq,HI,47500,0,0,0,290.6493233,0,34.1468927,61940,Other,19,0,0,0,555
15110,24527635-jmyk,DC,17000,0,0,0,71.95379199,0,28.00439848,61460,Other,0,1,0,0,672
15130,24545777-wqnz,HI,22600,0,0,,133.447479,,24.20108619,49850,Mgr,22,0,0,0,743
15140,24581088-dpjy,DC,15800,1,1,1,284.0666667,4,16.82966998,48745,Office,26,1,0,0,491
15160,24689862-lwxo,DC,8400,0,0,1,294.1642246,0,38.64180454,61330,Mgr,8,1,0,0,437
15170,24713580-iijk,HI,10600,0,0,0,11.96373328,,18.73208974,52215,Office,4,0,1,0,666
15210,24787407-ijdu,DC,16600,0,,,106.5129317,0,36.76375267,45895,ProfExe,3,0,0,0,623
15220,24788081-omka,DC,16400,0,0,2,358.0506602,,39.06062731,40020,Other,5,0,1,0,557
15240,24943510-zhwh,HI,18900,0,0,0,109.9887849,1,38.86401954,52875,Mgr,7,1,1,0,865
15250,24949944-yxcq,DC,21900,0,0,1,191.5519093,1,40.49010197,47955,Other,22,0,0,0,614
15260,24969487-wimv,DC,15100,0,0,0,104.1832474,2,29.14186281,40195,Other,9,1,0,0,402
15270,25028412-iqpo,DC,25300,0,0,0,125.407464,0,25.18149884,40735,Office,0,1,1,0,339
15280,25063426-zmnn,ME,15000,1,7,5,144.8666667,0,24.36158848,61675,Office,10,1,1,0,647
15290,25142144-fpcf,DC,24300,0,0,1,298.1859041,2,36.15527752,43510,Other,16,1,0,0,476
15300,25156876-ubum,DC,8200,0,0,0,69.61717488,1,37.80543265,61140,Other,3,1,0,0,585
15310,25173473-zxop,HI,12400,0,0,0,253.3180433,0,38.82102132,63075,Other,10,1,0,0,547
15320,25188369-koyb,HI,4500,0,1,0,81.3490651,0,40.70530876,44225,Mgr,6,0,0,0,406
15330,25209865-hmdo,DC,21900,0,,0,107.4498947,2,36.1837344,46750,Other,18,1,0,0,672
15340,25218207-rydi,DC,21900,0,0,0,208.2417578,0,29.18897974,47985,Other,31,1,0,0,537
15360,25268383-xbll,DC,43300,0,0,0,178.9515394,0,37.98046402,43295,Mgr,5,0,0,0,306
15370,25270713-fmkq,HI,3700,0,0,0,129.7173231,1,26.63434752,46515,,,1,0,0,672
15380,25288590-wwfc,DC,16700,0,0,0,185.3724624,0,35.25727149,61165,Other,9,0,1,0,613
15390,25305894-vbqm,HI,11900,0,0,0,240.6943608,0,40.77567715,61585,Other,23,0,1,0,428
15410,25370414-qvlf,DC,8000,0,0,0,53.66666667,2,47.79413561,61745,Other,8,1,1,0,700
15420,25371234-oqwe,HI,30100,0,1,0,180.6801536,0,31.08912029,43060,Mgr,20,1,0,0,571
15430,25390218-gjfg,DC,33100,0,0,0,107.2948996,2,41.44154866,46335,Mgr,7,0,0,0,398
15440,25404132-dmzn,HI,50800,0,0,0,204.9624883,2,40.771305,44775,Sales,0.2,0,0,0,374
15450,25413758-upcm,DC,28700,0,0,0,173.8358358,0,32.74036849,52110,Other,5,0,0,0,701
15480,25580813-ceyv,DC,10100,0,0,0,85.63523503,1,24.53432507,52460,Other,9,0,0,0,641
15500,25644130-pwim,DC,9300,0,0,0,41.8072046,1,26.9566979,61120,Other,18,1,0,0,515
15520,25677507-gebd,HI,13300,0,0,0,127.7666667,4,34.37933814,43225,Other,0,1,1,0,686
15530,25685302-acmd,DC,36600,0,0,0,197.5166839,0,43.45832742,40660,Mgr,4,1,0,0,528
15540,25700657-iavi,DC,12300,0,0,0,133.4975408,1,36.91048167,61930,Mgr,8,0,0,0,640
15580,25819088-gvwg,HI,14000,0,1,0,188.6666667,4,31.19724796,44955,Other,11,1,0,0,480
15600,25908773-nhhv,DC,36300,0,0,0,190.8,2,38.45902517,45185,Other,,0,0,0,353
15620,25915382-juuf,DC,10200,0,0,0,148.7044776,1,34.47220461,40125,Other,4,1,0,0,419
15630,25930635-erlp,DC,15400,0,0,0,159.0035106,0,24.9904907,61370,Other,,1,0,0,798
15640,25948531-qijf,DC,18200,0,0,0,223.901918,2,35.99822541,43800,Office,8,0,0,0,624
15650,25972666-dmyw,DC,26300,0,0,0,106.6093074,1,42.76938671,44815,ProfExe,2,0,0,0,581
15660,25979681-lqlf,HI,21700,0,0,0,131.875354,1,30.96129202,45305,Mgr,12,1,1,1,690
15670,25987406-mwzf,HI,10800,0,1,0,101.4666667,2,24.01010896,50990,Other,3,1,1,0,657
15680,26019381-fnmw,HI,10800,0,0,0,75.45815036,,28.37013088,40110,Office,12,1,0,0,680
15710,26144403-qxxo,DC,8000,0,0,0,73.03333333,2,30.24046996,61195,Other,22,1,0,0,367
15720,26156521-phje,HI,3000,0,0,0,50.8,5,41.12903826,44385,Other,14,1,0,0,616
15740,26253777-pkuf,HI,2500,0,1,2,276.9666667,0,17.3972746,52100,Other,18,1,0,0,743
15750,26274660-zxnz,DC,10500,0,0,1,70.03333333,2,41.65764396,61990,Office,1,0,0,0,562
15760,26285081-bcmz,DC,24000,0,0,1,198.9,,28.96316607,43395,Other,6,0,0,0,762
15770,26298456-uwdh,HI,10500,0,0,0,164.3308981,0,32.3751491,43585,Office,0,0,0,0,495
15780,26307515-bglu,DC,11900,0,0,0,228.0753508,1,25.72883738,52485,Other,2,0,1,0,782
15790,26415185-qyjg,DC,8400,1,0,2,187.2666667,1,5.041644377,40770,Other,24,0,0,1,762
15800,26417777-mfhq,DC,39800,0,0,0,183.7992158,0,35.55248636,47535,Other,4,0,0,0,798
15810,26475431-mmdw,DC,32400,0,0,0,150.0842871,1,43.14434551,45535,Other,9,1,0,0,621
15820,26484503-nfyf,DC,60000,0,0,0,96.69392888,0,28.38550102,43510,Office,18,0,0,0,565
15830,26550251-fkfk,DC,8000,0,0,0,258.1945777,3,41.24661263,52245,Self,7,0,1,0,849
15850,26650819-azmn,DC,13600,0,0,0,209.1299457,3,37.71410706,47535,Office,30,1,0,0,658
15860,26659574-lyow,DC,17400,0,0,0,144.1981676,0,35.11415035,61820,Other,0,0,0,0,578
15870,26684815-ayoq,DC,10700,1,0,0,46.27217596,1,25.44884453,52240,Other,16,1,1,0,847
15880,26726249-fpeo,HI,3900,0,0,1,150.3,5,44.78223108,61600,Mgr,2,1,0,0,843
15890,26783993-dkam,DC,20500,0,,1,112.5822669,1,35.84627282,52325,Mgr,6,1,1,0,711
15910,26806354-ylae,DC,9400,0,0,1,171.6798111,0,34.81346859,61555,Other,6,1,0,0,529
15920,26821792-kwqp,DC,5700,0,1,0,15.39658739,9,30.0170133,43010,Other,18,0,0,0,620
15930,26835683-mzya,DC,30000,0,4,5,147.8666667,0,14.92041168,61335,Other,1,1,0,0,651
15940,26836656-yrci,DC,21900,0,0,0,192.8877492,1,40.95631078,61830,Office,0,1,1,0,511
15950,26873253-qudg,HI,11600,0,0,0,341.0473292,0,39.96325851,52475,Self,7,0,1,0,370
15970,26956060-xaui,DC,16400,0,0,0,266.040799,2,32.90435701,43135,Other,15,1,0,0,424
15980,26986319-qegv,DC,7500,0,1,0,147.1,0,50.21327994,40390,Other,12,0,1,0,648
15990,27026558-ojwl,DC,48900,0,0,,204.4521171,1,30.99923613,52115,,10,1,0,0,406
16010,27047991-yuqp,HI,14900,0,0,0,105.675978,0,27.47381473,44545,Other,9,0,0,0,526
16020,27052686-nkqi,HI,6500,0,0,0,332.7333333,2,42.95743616,40880,ProfExe,8,1,0,0,391
16030,27067649-euum,HI,5000,0,0,0,88.7,1,45.30868676,46380,Other,5,0,0,0,640
16040,27101461-ehqo,DC,35100,0,0,0,,6,34.70302378,61035,Office,0,0,0,0,554
16050,27110173-rpwd,HI,20600,0,0,0,218.390939,0,30.2712393,52010,Office,4,1,0,0,514
16080,27139622-xrqx,DC,44000,0,0,2,92.3,0,8.600630343,52700,Other,18,1,1,0,769
16090,27146114-dqll,HI,6600,0,0,0,96.9776672,0,42.21104678,15000,Unemplo,0,0,0,0,502
16100,27165492-ochq,DC,10800,0,0,0,308.7591757,0,34.09578509,171065,Other,1,0,0,1,580
16120,27189275-nyca,DC,14300,0,1,3,62.9,0,13.68895081,98505,Other,30,1,0,0,810
16140,27227452-eiyk,HI,43100,0,0,0,312.1176895,0,16.35364258,44320,Other,19,0,0,0,665
16150,27255107-ioba,HI,17300,0,0,0,118.1330649,0,37.61084501,44145,Other,,0,0,1,471
16160,27255784-pkpc,DC,51700,0,0,0,213.7558502,2,38.95331304,15000,Office,24,0,0,0,797
16170,27272483-fxjm,HI,51600,0,1,0,267.1343742,6,40.15503117,15000,Unemplo,10,0,0,0,653
16180,27275150-iqah,DC,21800,0,0,0,114.5417511,1,21.82563105,178040,Other,2.5,0,0,0,765
16190,27308334-ubuv,HI,1800,0,0,0,88.76602988,0,36.88489409,123255,Other,8,1,0,1,733
16200,27324398-glcy,DC,28200,0,0,0,302.8032607,0,36.39047361,102975,Office,14,1,0,0,426
16210,27327455-niey,HI,11800,0,0,7,126.6582316,0,37.16268969,61530,Other,13,0,1,0,339
16220,27336852-nhgm,HI,11100,0,0,2,194.4848973,1,30.79767437,52110,Other,9,1,1,0,701
16230,27345362-bddx,HI,17900,0,0,0,117.0897854,0,42.373233,61960,Other,4,1,1,1,617
16240,27356265-lcou,DC,13100,0,0,0,178.6123626,0,38.76331381,45475,Office,16,0,0,0,540
16260,27446708-bjeu,DC,12100,0,,,179.8663489,,29.89415099,61495,Mgr,10,1,0,0,572
16270,27466293-qmvd,HI,12200,0,0,0,427.9235915,0,30.1821229,43615,,19,1,1,0,759
16280,27484077-zflp,ME,7900,0,1,1,174.1794037,,23.34502168,61895,Other,17,1,1,0,358
16290,27510851-mmlo,DC,13100,0,0,0,130.6484684,0,26.50010508,61550,Self,12,1,0,0,769
16300,27526995-niir,DC,44400,0,,0,253.914111,3,43.90215236,61870,Mgr,2,1,1,0,821
16320,27546626-dhrj,DC,5900,0,0,2,157.9600114,3,40.62827818,61500,ProfExe,5,1,1,0,705
16330,27550259-bpwb,DC,29800,0,0,1,239.3216306,1,24.77798542,44250,Other,,0,0,0,356
16350,27635280-yrfi,HI,21700,0,0,0,166.1776578,0,32.77507936,43090,Other,17,0,0,0,398
16360,27641199-uzeg,DC,23300,0,0,0,136.401603,1,28.0529211,45255,Other,0,0,1,0,579
16370,27691235-rqrf,DC,17500,0,,,115.0759476,3,32.17638026,52645,Other,0,0,0,1,490
16380,27703527-qrdn,DC,27400,0,1,0,154.4378476,0,33.37381367,61600,Office,4,0,0,0,421
16400,27727014-kpda,DC,18700,0,0,0,246.9544197,0,30.11861356,61480,Self,14,1,0,0,586
16410,27776048-uzfp,DC,13700,0,2,3,182.1802565,3,37.07341346,61780,Office,15,0,0,0,591
16420,27823150-mizu,DC,25100,0,0,0,193.2525794,1,33.71535165,43100,ProfExe,5,0,0,0,335
16430,27850268-uiny,DC,9100,0,,3,116.9791548,3,37.79737881,45890,Other,29,0,0,0,518
16440,27859218-wnxi,DC,12600,0,0,0,116.086609,1,40.84524619,61955,ProfExe,16,1,0,1,769
16450,27871177-zxmw,DC,18900,0,0,0,292.7517427,1,30.68168891,61910,Self,2,0,1,0,524
16480,28056835-mxrd,DC,23400,0,0,0,195.0845391,0,20.73303164,61605,Office,4,0,0,0,621
16490,28084336-amqc,DC,17500,0,0,0,244.3562274,2,35.74477089,44715,Office,1,0,1,0,356
16500,28117200-rcnq,DC,3600,0,1,4,97.4,0,4.801540876,40795,ProfExe,3,0,1,0,650
16520,28223776-opbc,HI,10700,0,0,0,190.0210849,1,34.69816239,61970,Mgr,14,0,1,0,670
16530,28254128-xqvu,DC,7000,0,0,0,265.0666667,0,45.798955,15000,Office,30,1,1,1,848
16540,28261784-vmzm,DC,15000,0,,,115.6666667,3,27.29371982,44695,Office,5,0,0,0,543
16550,28322455-ezwj,DC,26400,0,0,0,184.3849541,2,31.48990578,61790,Other,14,0,1,0,654
16560,28350764-hngr,DC,18000,0,0,0,206.9666667,2,47.12175961,45465,Other,3,0,0,0,622
16580,28368659-wrag,DC,14000,0,0,3,109.5666667,1,12.26163197,61580,Other,9,1,0,1,576
16620,28485350-jowq,HI,15000,0,,3,142,1,7.414055888,61515,ProfExe,9,1,0,1,587
16630,28513717-rgmd,DC,16100,0,0,0,117.8736121,2,38.7636997,45490,Self,5,0,0,0,810
16640,28725166-moel,DC,50800,0,0,1,97.97218322,1,40.02592041,44990,Other,,1,0,0,680
16650,28795831-wkab,HI,17200,0,0,0,249.2156672,1,43.75679409,61445,ProfExe,2,0,1,0,696
16660,28808858-xrdo,HI,5800,0,2,2,2.517273836,,34.17405555,52860,Other,0.3,1,0,0,696
16680,28873488-yaqo,DC,12800,1,,3,116.4667574,2,43.57230751,52115,Other,13,0,0,1,665
16700,28905602-bbgv,DC,11300,1,2,1,52.8,12,26.80711073,52215,Office,24,0,0,1,403
16710,28913468-awib,DC,21400,0,1,0,248.6464954,2,42.17658506,61735,ProfExe,8,0,0,0,585
16720,28917394-zzwp,HI,10000,0,0,0,341.9449756,2,35.24889763,52450,Sales,7,0,0,0,394
16730,28954330-dkmx,DC,28900,0,4,1,124.2478986,6,44.57850006,52050,ProfExe,12,0,0,0,507
16740,28954686-wkmu,HI,10000,0,0,1,121.7333333,0,9.656552479,40375,Other,23,1,0,0,490
16750,28976584-drue,DC,30800,0,0,0,157.8776807,2,41.35097453,43135,,28,0,0,0,655
16760,29022478-clyw,DC,21600,0,0,2,213.0345218,0,40.9030584,61205,Other,0.9,0,0,0,398
16770,29023733-idwp,DC,4200,0,,1,75.43333333,,43.27391344,43345,Other,3,1,0,0,762
16780,29066633-avfe,DC,12700,0,0,0,105.050415,0,36.70044554,40745,ProfExe,1,1,0,0,398
16790,29067641-cveh,HI,14800,1,0,4,185.4333333,2,8.422588081,61095,Office,10,0,0,0,527
16800,29140582-rweb,DC,10900,0,0,0,72.49466093,0,35.66764597,43745,Office,16,1,1,0,552
16810,29159003-kyex,DC,25700,0,0,1,132.1071172,0,40.20529288,61165,ProfExe,13,0,0,0,765
16820,29166938-idbu,HI,5000,1,0,2,121.9,0,14.20674731,61970,ProfExe,20,0,0,0,562
16830,29186193-kxax,DC,15300,0,0,0,73.75669023,0,41.82308472,43025,Mgr,11,1,0,0,587
16840,29196924-xxnx,DC,39300,0,0,0,238.8741292,1,1.028930968,448800,Other,5,0,0,1,672
16850,29221430-hxca,DC,15000,1,0,1,20.16666667,0,25.49670362,222885,Other,5,1,1,0,818
16870,29348695-mnwz,DC,21000,0,0,0,229.986998,1,40.56412158,483455,Other,5,0,0,0,698
16890,29432368-kywf,HI,64200,0,0,1,136.9478112,0,40.5318231,46750,Other,,0,1,0,378
16900,29439898-lxjz,DC,13500,0,,0,188.2609728,1,31.63052886,43585,Other,4,0,0,0,786
16910,29442350-rdxw,DC,20700,0,0,2,223.1378975,0,42.54727476,91105,Other,25,1,1,0,607
